source,title,price,category,rating,availability,scraped_at
books_toscrape,You (You #1),43.61,Thriller,Five,In stock (14 available),2025-09-24T12:43:52.318557
books_toscrape,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",37.34,Sequential Art,Four,In stock (14 available),2025-09-24T12:43:53.122551
books_toscrape,Wild Swans,14.36,Young Adult,Two,In stock (14 available),2025-09-24T12:43:53.923519
books_toscrape,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,52.65,Politics,Four,In stock (14 available),2025-09-24T12:43:54.749104
books_toscrape,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,38.2,Nonfiction,Four,In stock (14 available),2025-09-24T12:43:57.798656
books_toscrape,What's It Like in Space?: Stories from Astronauts Who've Been There,19.6,Nonfiction,Two,In stock (14 available),2025-09-24T12:43:58.584802
books_toscrape,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",53.9,Sequential Art,One,In stock (14 available),2025-09-24T12:43:59.391381
books_toscrape,Walt Disney's Alice in Wonderland,12.96,Childrens,Five,In stock (14 available),2025-09-24T12:44:00.230801
books_toscrape,V for Vendetta (V for Vendetta Complete),37.1,Default,Four,In stock (14 available),2025-09-24T12:44:01.040609
books_toscrape,Until Friday Night (The Field Party #1),46.31,Young Adult,Two,In stock (14 available),2025-09-24T12:44:01.851246
books_toscrape,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",45.95,Default,Two,In stock (14 available),2025-09-24T12:44:02.657418
books_toscrape,Twenty Yawns,22.08,Childrens,Two,In stock (14 available),2025-09-24T12:44:03.476293
books_toscrape,Through the Woods,25.38,Sequential Art,Two,In stock (14 available),2025-09-24T12:44:04.269611
books_toscrape,This Is Where It Ends,27.12,Young Adult,Two,In stock (14 available),2025-09-24T12:44:05.110416
books_toscrape,The Year of Magical Thinking,43.04,Nonfiction,Two,In stock (14 available),2025-09-24T12:44:06.043617
books_toscrape,The Wright Brothers,56.8,Default,Four,In stock (14 available),2025-09-24T12:44:06.894263
books_toscrape,The White Queen (The Cousins' War #1),25.91,Add a comment,Five,In stock (14 available),2025-09-24T12:44:07.706920
books_toscrape,The Wedding Pact (The O'Malleys #2),32.61,Romance,Three,In stock (14 available),2025-09-24T12:44:08.591429
books_toscrape,The Time Keeper,27.88,Fiction,Five,In stock (14 available),2025-09-24T12:44:09.466400
books_toscrape,The Testament of Mary,52.67,Fiction,Four,In stock (14 available),2025-09-24T12:44:10.289433
books_toscrape,The Star-Touched Queen,46.02,Fantasy,Five,In stock (14 available),2025-09-24T12:44:11.123178
books_toscrape,The Songs of the Gods,44.48,Default,Five,In stock (14 available),2025-09-24T12:44:11.962754
books_toscrape,The Song of Achilles,37.4,Add a comment,Five,In stock (14 available),2025-09-24T12:44:12.780399
books_toscrape,The Rosie Project (Don Tillman #1),54.04,Default,One,In stock (14 available),2025-09-24T12:44:13.591867
books_toscrape,The Power of Habit: Why We Do What We Do in Life and Business,16.88,Default,Three,In stock (14 available),2025-09-24T12:44:16.486078
books_toscrape,The Marriage of Opposites,28.08,Historical Fiction,Four,In stock (14 available),2025-09-24T12:44:17.298736
books_toscrape,The Lucifer Effect: Understanding How Good People Turn Evil,10.4,Psychology,One,In stock (14 available),2025-09-24T12:44:18.095032
books_toscrape,The Long Haul (Diary of a Wimpy Kid #9),44.07,Humor,One,In stock (14 available),2025-09-24T12:44:18.888219
books_toscrape,The Loney,23.4,Horror,One,In stock (14 available),2025-09-24T12:44:19.751605
books_toscrape,The Literature Book (Big Ideas Simply Explained),17.43,Nonfiction,Three,In stock (14 available),2025-09-24T12:44:20.588173
books_toscrape,The Last Mile (Amos Decker #2),54.21,Mystery,Two,In stock (14 available),2025-09-24T12:44:21.433143
books_toscrape,The Immortal Life of Henrietta Lacks,40.67,Add a comment,Two,In stock (14 available),2025-09-24T12:44:22.318634
books_toscrape,The Hidden Oracle (The Trials of Apollo #1),52.26,Fantasy,Two,In stock (14 available),2025-09-24T12:44:23.136723
books_toscrape,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,28.77,Food and Drink,Three,In stock (14 available),2025-09-24T12:44:23.976281
books_toscrape,The Guilty (Will Robie #4),13.82,Thriller,Two,In stock (14 available),2025-09-24T12:44:24.769597
books_toscrape,The First Hostage (J.B. Collins #2),25.85,Fiction,Three,In stock (14 available),2025-09-24T12:44:25.571093
books_toscrape,The Dovekeepers,48.78,Add a comment,One,In stock (14 available),2025-09-24T12:44:26.380770
books_toscrape,The Darkest Lie,35.35,Young Adult,Five,In stock (14 available),2025-09-24T12:44:27.201623
books_toscrape,The Bane Chronicles (The Bane Chronicles #1-11),44.73,Fantasy,Four,In stock (14 available),2025-09-24T12:44:27.994814
books_toscrape,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,15.77,Nonfiction,One,In stock (14 available),2025-09-24T12:44:28.782590
books_toscrape,The 14th Colony (Cotton Malone #11),39.24,Thriller,One,In stock (14 available),2025-09-24T12:44:29.570804
books_toscrape,That Darkness (Gardiner and Renner #1),13.92,Mystery,One,In stock (14 available),2025-09-24T12:44:30.381691
books_toscrape,Tastes Like Fear (DI Marnie Rome #3),10.69,Mystery,One,In stock (14 available),2025-09-24T12:44:31.234854
books_toscrape,Take Me with You,45.21,Fiction,Three,In stock (14 available),2025-09-24T12:44:32.098113
books_toscrape,Swell: A Year of Waves,45.58,Nonfiction,One,In stock (14 available),2025-09-24T12:44:35.040249
books_toscrape,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),11.89,Sequential Art,Five,In stock (14 available),2025-09-24T12:44:35.863713
books_toscrape,Still Life with Bread Crumbs,26.41,Fiction,Three,In stock (14 available),2025-09-24T12:44:36.661516
books_toscrape,Steve Jobs,39.5,Default,Five,In stock (14 available),2025-09-24T12:44:37.464093
books_toscrape,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,44.74,Science,Four,In stock (14 available),2025-09-24T12:44:38.250199
books_toscrape,Someone Like You (The Harrisons #2),52.79,Contemporary,Five,In stock (14 available),2025-09-24T12:44:39.051499
books_toscrape,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",35.43,Sequential Art,Four,In stock (14 available),2025-09-24T12:44:39.849710
books_toscrape,Shtum,55.84,Fiction,Four,In stock (14 available),2025-09-24T12:44:40.644741
books_toscrape,See America: A Celebration of Our National Parks & Treasured Sites,48.87,Travel,Three,In stock (14 available),2025-09-24T12:44:41.436328
books_toscrape,salt.,46.78,Poetry,Four,In stock (14 available),2025-09-24T12:44:42.232509
books_toscrape,Robin War,47.82,Sequential Art,Three,In stock (14 available),2025-09-24T12:44:43.046315
books_toscrape,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",25.48,Sequential Art,Two,In stock (14 available),2025-09-24T12:44:43.837947
books_toscrape,Rain Fish,23.57,Childrens,Three,In stock (14 available),2025-09-24T12:44:44.627715
books_toscrape,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",50.89,Poetry,Five,In stock (14 available),2025-09-24T12:44:45.553890
books_toscrape,Pet Sematary,10.56,Horror,Three,In stock (14 available),2025-09-24T12:44:46.356213
books_toscrape,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",52.15,Self Help,Three,In stock (14 available),2025-09-24T12:44:47.245371
books_toscrape,Once Was a Time,18.28,Childrens,Two,In stock (14 available),2025-09-24T12:44:48.212253
books_toscrape,Old School (Diary of a Wimpy Kid #10),11.83,Humor,Five,In stock (14 available),2025-09-24T12:44:49.022299
books_toscrape,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,21.95,Nonfiction,Two,In stock (14 available),2025-09-24T12:44:49.819984
books_toscrape,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",38.39,Sequential Art,Two,In stock (14 available),2025-09-24T12:44:50.615225
books_toscrape,My Name Is Lucy Barton,41.56,Fiction,One,In stock (14 available),2025-09-24T12:44:53.496832
books_toscrape,My Mrs. Brown,24.48,Fiction,Three,In stock (14 available),2025-09-24T12:44:54.307524
books_toscrape,My Kind of Crazy,40.36,Young Adult,One,In stock (14 available),2025-09-24T12:44:55.107388
books_toscrape,Mr. Mercedes (Bill Hodges Trilogy #1),28.9,Fiction,One,In stock (14 available),2025-09-24T12:44:55.905540
books_toscrape,More Than Music (Chasing the Dream #1),37.61,Add a comment,Two,In stock (14 available),2025-09-24T12:44:56.752606
books_toscrape,Made to Stick: Why Some Ideas Survive and Others Die,38.85,Business,Five,In stock (14 available),2025-09-24T12:44:57.552957
books_toscrape,Luis Paints the World,53.95,Childrens,Three,In stock (14 available),2025-09-24T12:44:58.425420
books_toscrape,Luckiest Girl Alive,49.83,Default,Three,In stock (14 available),2025-09-24T12:44:59.328568
books_toscrape,Lowriders to the Center of the Earth (Lowriders in Space #2),51.51,Sequential Art,Two,In stock (14 available),2025-09-24T12:45:00.133594
books_toscrape,Love Is a Mix Tape (Music #1),18.03,Music,One,In stock (14 available),2025-09-24T12:45:00.938703
books_toscrape,Looking for Lovely: Collecting the Moments that Matter,29.14,Nonfiction,Five,In stock (14 available),2025-09-24T12:45:01.745605
books_toscrape,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",46.91,Default,Four,In stock (14 available),2025-09-24T12:45:02.556266
books_toscrape,Let It Out: A Journey Through Journaling,26.79,Nonfiction,Five,In stock (14 available),2025-09-24T12:45:03.351586
books_toscrape,Lady Midnight (The Dark Artifices #1),16.28,Default,Five,In stock (14 available),2025-09-24T12:45:04.140226
books_toscrape,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",19.55,Food and Drink,One,In stock (14 available),2025-09-24T12:45:04.956923
books_toscrape,Island of Dragons (Unwanteds #7),29.65,Fantasy,One,In stock (14 available),2025-09-24T12:45:05.750091
books_toscrape,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25.98,Humor,Four,In stock (14 available),2025-09-24T12:45:06.554364
books_toscrape,I Am Pilgrim (Pilgrim #1),10.6,Fiction,Four,In stock (14 available),2025-09-24T12:45:07.359873
books_toscrape,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75,Humor,Five,In stock (14 available),2025-09-24T12:45:08.175924
books_toscrape,"Hush, Hush (Hush, Hush #1)",47.02,Default,Three,In stock (14 available),2025-09-24T12:45:08.989705
books_toscrape,Hold Your Breath (Search and Rescue #1),28.82,Romance,One,In stock (14 available),2025-09-24T12:45:11.983937
books_toscrape,Hamilton: The Revolution,58.79,Nonfiction,Three,In stock (14 available),2025-09-24T12:45:12.902749
books_toscrape,Greek Mythic History,10.23,Default,Five,In stock (14 available),2025-09-24T12:45:13.757277
books_toscrape,God: The Most Unpleasant Character in All Fiction,30.03,Religion,Five,In stock (14 available),2025-09-24T12:45:14.578068
books_toscrape,Glory over Everything: Beyond The Kitchen House,45.84,Historical Fiction,Three,In stock (14 available),2025-09-24T12:45:15.384544
books_toscrape,Feathers: Displays of Brilliant Plumage,49.05,Art,Three,In stock (14 available),2025-09-24T12:45:16.187265
books_toscrape,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",15.06,Nonfiction,Four,In stock (14 available),2025-09-24T12:45:16.996696
books_toscrape,Every Last Word,46.47,Default,Three,In stock (14 available),2025-09-24T12:45:17.814547
books_toscrape,Eligible (The Austen Project #4),27.09,Fiction,Three,In stock (14 available),2025-09-24T12:45:18.623724
books_toscrape,El Deafo,57.62,Sequential Art,Five,In stock (14 available),2025-09-24T12:45:19.430824
books_toscrape,Eight Hundred Grapes,14.39,Fiction,Four,In stock (14 available),2025-09-24T12:45:20.350120
books_toscrape,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",51.75,Nonfiction,Five,In stock (14 available),2025-09-24T12:45:22.621008
books_toscrape,"Eat Fat, Get Thin",54.07,Health,Two,In stock (14 available),2025-09-24T12:45:23.438941
books_toscrape,Don't Get Caught,55.35,Young Adult,One,In stock (14 available),2025-09-24T12:45:24.299741
books_toscrape,Doctor Sleep (The Shining #2),40.12,Horror,Two,In stock (14 available),2025-09-24T12:45:25.244892
books_toscrape,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51,Fantasy,Five,In stock (14 available),2025-09-24T12:45:26.068257
books_toscrape,Dear Mr. Knightley,11.21,Fiction,Five,In stock (14 available),2025-09-24T12:45:26.888642
books_toscrape,Daily Fantasy Sports,36.58,Default,One,In stock (14 available),2025-09-24T12:45:27.684842
books_toscrape,Crazy Love: Overwhelmed by a Relentless God,47.72,Christian,Two,In stock (14 available),2025-09-24T12:45:28.493012
books_toscrape,Cometh the Hour (The Clifton Chronicles #6),25.01,Fiction,Three,In stock (14 available),2025-09-24T12:45:29.302642
books_toscrape,Code Name Verity (Code Name Verity #1),22.13,Add a comment,Four,In stock (14 available),2025-09-24T12:45:32.218836
books_toscrape,Clockwork Angel (The Infernal Devices #1),44.14,Default,One,In stock (14 available),2025-09-24T12:45:33.014028
books_toscrape,City of Glass (The Mortal Instruments #3),56.02,Fantasy,Four,In stock (14 available),2025-09-24T12:45:33.821105
books_toscrape,City of Fallen Angels (The Mortal Instruments #4),11.23,Default,Four,In stock (14 available),2025-09-24T12:45:34.613439
books_toscrape,City of Bones (The Mortal Instruments #1),43.28,Default,One,In stock (14 available),2025-09-24T12:45:35.431422
books_toscrape,City of Ashes (The Mortal Instruments #2),47.27,Default,One,In stock (14 available),2025-09-24T12:45:36.236409
books_toscrape,Cell,20.29,Add a comment,Four,In stock (14 available),2025-09-24T12:45:37.038074
books_toscrape,Catching Jordan (Hundred Oaks),50.83,Young Adult,Three,In stock (14 available),2025-09-24T12:45:37.832326
books_toscrape,"Carry On, Warrior: Thoughts on Life Unarmed",31.85,Default,Three,In stock (14 available),2025-09-24T12:45:38.632319
books_toscrape,Carrie,46.23,Default,Two,In stock (14 available),2025-09-24T12:45:39.425049
books_toscrape,Buying In: The Secret Dialogue Between What We Buy and Who We Are,37.8,Nonfiction,Four,In stock (14 available),2025-09-24T12:45:40.253984
books_toscrape,Brain on Fire: My Month of Madness,49.32,Nonfiction,Five,In stock (14 available),2025-09-24T12:45:41.072598
books_toscrape,Batman: Europa,32.01,Sequential Art,Two,In stock (14 available),2025-09-24T12:45:41.881678
books_toscrape,Barefoot Contessa Back to Basics,28.01,Food and Drink,One,In stock (14 available),2025-09-24T12:45:42.692812
books_toscrape,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.62,Food and Drink,Five,In stock (14 available),2025-09-24T12:45:43.517441
books_toscrape,Balloon Animals,17.03,Fiction,Three,In stock (14 available),2025-09-24T12:45:44.314569
books_toscrape,Art Ops Vol. 1,48.8,Sequential Art,Three,In stock (14 available),2025-09-24T12:45:45.112831
books_toscrape,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.14,Young Adult,Four,In stock (14 available),2025-09-24T12:45:45.893552
books_toscrape,Angels Walking (Angels Walking #1),34.2,Add a comment,Two,In stock (14 available),2025-09-24T12:45:46.721434
books_toscrape,Angels & Demons (Robert Langdon #1),51.48,Default,Three,In stock (14 available),2025-09-24T12:45:47.511953
books_toscrape,All the Light We Cannot See,29.87,Historical,Five,In stock (14 available),2025-09-24T12:45:50.395645
books_toscrape,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",10.9,Sequential Art,Two,In stock (14 available),2025-09-24T12:45:51.186511
books_toscrape,Abstract City,56.37,Nonfiction,Five,In stock (14 available),2025-09-24T12:45:51.988901
books_toscrape,A Time of Torment (Charlie Parker #14),48.35,Mystery,Five,In stock (14 available),2025-09-24T12:45:52.789601
books_toscrape,A Study in Scarlet (Sherlock Holmes #1),16.73,Mystery,Two,In stock (14 available),2025-09-24T12:45:53.579734
books_toscrape,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",56.48,Add a comment,Two,In stock (14 available),2025-09-24T12:45:54.370857
books_toscrape,A People's History of the United States,40.79,Add a comment,Two,In stock (14 available),2025-09-24T12:45:55.176815
books_toscrape,A Man Called Ove,39.72,Fiction,One,In stock (14 available),2025-09-24T12:45:55.990492
books_toscrape,A Distant Mirror: The Calamitous 14th Century,14.58,History,Three,In stock (14 available),2025-09-24T12:45:56.785616
books_toscrape,A Brush of Wings (Angels Walking #3),55.51,Add a comment,One,In stock (14 available),2025-09-24T12:45:57.574990
books_toscrape,1491: New Revelations of the Americas Before Columbus,21.8,History,Three,In stock (14 available),2025-09-24T12:45:58.509596
books_toscrape,"The Three Searches, Meaning, and the Story",13.33,Default,Three,In stock (13 available),2025-09-24T12:45:59.506493
books_toscrape,Searching for Meaning in Gailana,38.73,Fantasy,One,In stock (13 available),2025-09-24T12:46:00.354277
books_toscrape,Rook,37.86,Add a comment,Four,In stock (13 available),2025-09-24T12:46:01.166130
books_toscrape,My Kitchen Year: 136 Recipes That Saved My Life,11.53,Food and Drink,Two,In stock (13 available),2025-09-24T12:46:01.974496
books_toscrape,13 Hours: The Inside Account of What Really Happened In Benghazi,27.06,Nonfiction,One,In stock (13 available),2025-09-24T12:46:02.769143
books_toscrape,Will You Won't You Want Me?,13.86,Womens Fiction,Three,In stock (12 available),2025-09-24T12:46:03.561675
books_toscrape,Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,Science,One,In stock (12 available),2025-09-24T12:46:04.369470
books_toscrape,The Star-Touched Queen,32.3,Fantasy,Five,In stock (12 available),2025-09-24T12:46:05.177375
books_toscrape,The Silent Sister (Riley MacPherson #1),46.29,Fiction,Five,In stock (12 available),2025-09-24T12:46:05.973042
books_toscrape,The Midnight Watch: A Novel of the Titanic and the Californian,26.2,Add a comment,One,In stock (12 available),2025-09-24T12:46:08.851182
books_toscrape,The Lonely City: Adventures in the Art of Being Alone,33.26,Nonfiction,Two,In stock (12 available),2025-09-24T12:46:09.646854
books_toscrape,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.15,Add a comment,Four,In stock (12 available),2025-09-24T12:46:10.443799
books_toscrape,The Golden Condom: And Other Essays on Love Lost and Found,39.43,Psychology,One,In stock (12 available),2025-09-24T12:46:11.269509
books_toscrape,The Epidemic (The Program 0.6),14.44,Young Adult,Five,In stock (12 available),2025-09-24T12:46:13.699006
books_toscrape,The Dinner Party,56.54,Fiction,Two,In stock (12 available),2025-09-24T12:46:14.507832
books_toscrape,The Diary of a Young Girl,59.9,Nonfiction,Three,In stock (12 available),2025-09-24T12:46:15.436702
books_toscrape,The Children,11.88,Add a comment,Three,In stock (12 available),2025-09-24T12:46:16.264666
books_toscrape,Stars Above (The Lunar Chronicles #4.5),48.05,Young Adult,Two,In stock (12 available),2025-09-24T12:46:17.060873
books_toscrape,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,21.21,Nonfiction,Three,In stock (12 available),2025-09-24T12:46:17.860342
books_toscrape,Raspberry Pi Electronics Projects for the Evil Genius,49.67,Default,Four,In stock (12 available),2025-09-24T12:46:18.666877
books_toscrape,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,43.14,Business,One,In stock (12 available),2025-09-24T12:46:19.473859
books_toscrape,Psycho: Sanitarium (Psycho #1.5),36.97,Horror,Five,In stock (12 available),2025-09-24T12:46:20.268597
books_toscrape,Poisonous (Max Revere Novels #3),26.8,Mystery,Three,In stock (12 available),2025-09-24T12:46:21.063757
books_toscrape,One with You (Crossfire #5),15.71,Add a comment,Four,In stock (12 available),2025-09-24T12:46:21.880164
books_toscrape,No Love Allowed (Dodge Cove #1),54.65,Young Adult,Four,In stock (12 available),2025-09-24T12:46:22.670230
books_toscrape,Murder at the 42nd Street Library (Raymond Ambler #1),54.36,Mystery,Four,In stock (12 available),2025-09-24T12:46:23.477159
books_toscrape,Most Wanted,35.28,Mystery,Three,In stock (12 available),2025-09-24T12:46:24.310641
books_toscrape,"Love, Lies and Spies",20.55,Historical Fiction,Two,In stock (12 available),2025-09-24T12:46:25.113740
books_toscrape,How to Speak Golf: An Illustrated Guide to Links Lingo,58.32,Default,Five,In stock (12 available),2025-09-24T12:46:25.915348
books_toscrape,Hide Away (Eve Duncan #20),11.84,Mystery,One,In stock (12 available),2025-09-24T12:46:28.920098
books_toscrape,Furiously Happy: A Funny Book About Horrible Things,41.46,Nonfiction,Four,In stock (12 available),2025-09-24T12:46:29.831798
books_toscrape,Everyday Italian: 125 Simple and Delicious Recipes,20.1,Food and Drink,Five,In stock (12 available),2025-09-24T12:46:30.635111
books_toscrape,Equal Is Unfair: America's Misguided Fight Against Income Inequality,56.86,Politics,One,In stock (12 available),2025-09-24T12:46:31.434195
books_toscrape,Eleanor & Park,56.51,Default,Five,In stock (12 available),2025-09-24T12:46:32.248845
books_toscrape,Dirty (Dive Bar #1),40.83,Romance,Four,In stock (12 available),2025-09-24T12:46:33.050493
books_toscrape,Can You Keep a Secret? (Fear Street Relaunch #4),48.64,Horror,One,In stock (12 available),2025-09-24T12:46:33.849804
books_toscrape,Boar Island (Anna Pigeon #19),59.48,Mystery,Three,In stock (12 available),2025-09-24T12:46:34.657342
books_toscrape,A Paris Apartment,39.01,Historical Fiction,Four,In stock (12 available),2025-09-24T12:46:35.472635
books_toscrape,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",38.77,Food and Drink,One,In stock (12 available),2025-09-24T12:46:36.317963
books_toscrape,Troublemaker: Surviving Hollywood and Scientology,48.39,Default,Two,In stock (11 available),2025-09-24T12:46:37.132549
books_toscrape,The Widow,27.26,Mystery,Two,In stock (11 available),2025-09-24T12:46:37.941485
books_toscrape,"The Sleep Revolution: Transforming Your Life, One Night at a Time",11.68,Nonfiction,Four,In stock (11 available),2025-09-24T12:46:38.747414
books_toscrape,The Improbability of Love,59.45,Fiction,One,In stock (11 available),2025-09-24T12:46:39.532895
books_toscrape,The Art of Startup Fundraising,21.0,Business,Three,In stock (11 available),2025-09-24T12:46:40.344455
books_toscrape,Take Me Home Tonight (Rock Star Romance #3),53.98,Romance,Three,In stock (11 available),2025-09-24T12:46:41.173778
books_toscrape,Sleeping Giants (Themis Files #1),48.74,Science Fiction,One,In stock (11 available),2025-09-24T12:46:42.047073
books_toscrape,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",21.15,Biography,Two,In stock (11 available),2025-09-24T12:46:42.915016
books_toscrape,Playing with Fire,13.71,Mystery,Three,In stock (11 available),2025-09-24T12:46:43.717538
books_toscrape,Off the Hook (Fishing for Trouble #1),47.67,Romance,Three,In stock (11 available),2025-09-24T12:46:44.547727
books_toscrape,Mothering Sunday,13.34,Fiction,Two,In stock (11 available),2025-09-24T12:46:47.452619
books_toscrape,"Mother, Can You Not?",16.89,Nonfiction,Five,In stock (11 available),2025-09-24T12:46:48.253108
books_toscrape,M Train,27.18,Autobiography,One,In stock (11 available),2025-09-24T12:46:49.044540
books_toscrape,Lilac Girls,17.28,Historical Fiction,Two,In stock (11 available),2025-09-24T12:46:49.839639
books_toscrape,Lies and Other Acts of Love,45.14,Fiction,One,In stock (11 available),2025-09-24T12:46:50.656868
books_toscrape,Lab Girl,40.85,Autobiography,One,In stock (11 available),2025-09-24T12:46:51.469412
books_toscrape,Keep Me Posted,20.46,Womens Fiction,Four,In stock (11 available),2025-09-24T12:46:52.335395
books_toscrape,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,56.27,Psychology,Three,In stock (11 available),2025-09-24T12:46:53.138202
books_toscrape,Grey (Fifty Shades #4),48.49,Womens Fiction,Four,In stock (11 available),2025-09-24T12:46:53.942965
books_toscrape,"Exit, Pursued by a Bear",51.34,Young Adult,Four,In stock (11 available),2025-09-24T12:46:54.847443
books_toscrape,Daredevils,16.34,Fiction,Three,In stock (11 available),2025-09-24T12:46:55.674869
books_toscrape,Cravings: Recipes for What You Want to Eat,20.5,Food and Drink,Three,In stock (11 available),2025-09-24T12:46:56.493255
books_toscrape,Born for This: How to Find the Work You Were Meant to Do,21.59,Business,Five,In stock (11 available),2025-09-24T12:46:57.297494
books_toscrape,Arena,21.36,Science Fiction,Four,In stock (11 available),2025-09-24T12:46:58.105402
books_toscrape,Adultery,20.88,Default,Five,In stock (11 available),2025-09-24T12:46:58.915974
books_toscrape,A Mother's Reckoning: Living in the Aftermath of Tragedy,19.53,Nonfiction,Three,In stock (11 available),2025-09-24T12:47:00.761113
books_toscrape,A Gentleman's Position (Society of Gentlemen #3),14.75,Romance,Five,In stock (11 available),2025-09-24T12:47:01.586104
books_toscrape,11/22/63,48.48,Fiction,Three,In stock (11 available),2025-09-24T12:47:03.966085
books_toscrape,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",24.57,Nonfiction,Two,In stock (10 available),2025-09-24T12:47:04.851923
books_toscrape,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,49.71,Health,Five,In stock (10 available),2025-09-24T12:47:05.740189
books_toscrape,Without Shame,48.27,Add a comment,Five,In stock (9 available),2025-09-24T12:47:08.630465
books_toscrape,Watchmen,58.05,Add a comment,Four,In stock (9 available),2025-09-24T12:47:09.449831
books_toscrape,Unlimited Intuition Now,58.87,Default,Four,In stock (9 available),2025-09-24T12:47:10.259402
books_toscrape,Underlying Notes,11.82,Default,Two,In stock (9 available),2025-09-24T12:47:11.061879
books_toscrape,The Shack,28.03,Fiction,One,In stock (9 available),2025-09-24T12:47:11.864175
books_toscrape,The New Brand You: Your New Image Makes the Sale for You,44.05,Default,Five,In stock (9 available),2025-09-24T12:47:12.665577
books_toscrape,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",12.34,Food and Drink,Four,In stock (9 available),2025-09-24T12:47:13.489505
books_toscrape,The Flowers Lied,16.68,Default,Two,In stock (9 available),2025-09-24T12:47:14.286303
books_toscrape,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",55.91,Science,One,In stock (9 available),2025-09-24T12:47:15.078420
books_toscrape,The Book of Mormon,24.57,Religion,Three,In stock (9 available),2025-09-24T12:47:15.869175
books_toscrape,The Art and Science of Low Carbohydrate Living,52.98,Health,Five,In stock (9 available),2025-09-24T12:47:16.670932
books_toscrape,The Alien Club,54.4,Young Adult,One,In stock (9 available),2025-09-24T12:47:17.477095
books_toscrape,Suzie Snowflake: One beautiful flake (a self-esteem story),54.81,Novels,Five,In stock (9 available),2025-09-24T12:47:18.362350
books_toscrape,Nap-a-Roo,25.08,Childrens,One,In stock (9 available),2025-09-24T12:47:19.234952
books_toscrape,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",10.41,Default,Four,In stock (9 available),2025-09-24T12:47:20.045642
books_toscrape,Modern Day Fables,47.44,Default,Two,In stock (9 available),2025-09-24T12:47:21.861178
books_toscrape,If I Gave You God's Phone Number....: Searching for Spirituality in America,20.91,Spirituality,One,In stock (9 available),2025-09-24T12:47:22.669198
books_toscrape,"Fruits Basket, Vol. 9 (Fruits Basket #9)",33.95,Sequential Art,Four,In stock (9 available),2025-09-24T12:47:23.483499
books_toscrape,Dress Your Family in Corduroy and Denim,43.68,Humor,Three,In stock (9 available),2025-09-24T12:47:24.291865
books_toscrape,Don't Forget Steven,33.23,Young Adult,One,In stock (9 available),2025-09-24T12:47:25.092342
