source,title,price,category,rating,availability,scraped_at,title_clean,availability_standardized,price_category,rating_category
books_toscrape,Through the Woods,25.38,Sequential Art,2,In stock (14 available),2025-09-24 12:44:04.269611,through the woods,In Stock,Mid-range,Poor
books_toscrape,This Is Where It Ends,27.12,Young Adult,2,In stock (14 available),2025-09-24 12:44:05.110416,this is where it ends,In Stock,Mid-range,Poor
books_toscrape,The Year of Magical Thinking,43.04,Nonfiction,2,In stock (14 available),2025-09-24 12:44:06.043617,the year of magical thinking,In Stock,Mid-range,Poor
books_toscrape,The Wright Brothers,56.8,Default,4,In stock (14 available),2025-09-24 12:44:06.894263,the wright brothers,In Stock,Premium,Good
books_toscrape,The White Queen (The Cousins' War #1),25.91,Add a comment,5,In stock (14 available),2025-09-24 12:44:07.706920,the white queen the cousins war 1,In Stock,Mid-range,Excellent
books_toscrape,The Wedding Pact (The O'Malleys #2),32.61,Romance,3,In stock (14 available),2025-09-24 12:44:08.591429,the wedding pact the omalleys 2,In Stock,Mid-range,Average
books_toscrape,The Time Keeper,27.88,Fiction,5,In stock (14 available),2025-09-24 12:44:09.466400,the time keeper,In Stock,Mid-range,Excellent
books_toscrape,The Testament of Mary,52.67,Fiction,4,In stock (14 available),2025-09-24 12:44:10.289433,the testament of mary,In Stock,Premium,Good
books_toscrape,The Star-Touched Queen,46.02,Fantasy,5,In stock (14 available),2025-09-24 12:44:11.123178,the startouched queen,In Stock,Mid-range,Excellent
books_toscrape,The Songs of the Gods,44.48,Default,5,In stock (14 available),2025-09-24 12:44:11.962754,the songs of the gods,In Stock,Mid-range,Excellent
books_toscrape,The Song of Achilles,37.4,Add a comment,5,In stock (14 available),2025-09-24 12:44:12.780399,the song of achilles,In Stock,Mid-range,Excellent
books_toscrape,The Rosie Project (Don Tillman #1),54.04,Default,1,In stock (14 available),2025-09-24 12:44:13.591867,the rosie project don tillman 1,In Stock,Premium,Very Poor
books_toscrape,The Power of Habit: Why We Do What We Do in Life and Business,16.88,Default,3,In stock (14 available),2025-09-24 12:44:16.486078,the power of habit why we do what we do in life and business,In Stock,Affordable,Average
books_toscrape,The Marriage of Opposites,28.08,Historical Fiction,4,In stock (14 available),2025-09-24 12:44:17.298736,the marriage of opposites,In Stock,Mid-range,Good
books_toscrape,The Lucifer Effect: Understanding How Good People Turn Evil,10.4,Psychology,1,In stock (14 available),2025-09-24 12:44:18.095032,the lucifer effect understanding how good people turn evil,In Stock,Affordable,Very Poor
books_toscrape,The Long Haul (Diary of a Wimpy Kid #9),44.07,Humor,1,In stock (14 available),2025-09-24 12:44:18.888219,the long haul diary of a wimpy kid 9,In Stock,Mid-range,Very Poor
books_toscrape,The Loney,23.4,Horror,1,In stock (14 available),2025-09-24 12:44:19.751605,the loney,In Stock,Affordable,Very Poor
books_toscrape,The Literature Book (Big Ideas Simply Explained),17.43,Nonfiction,3,In stock (14 available),2025-09-24 12:44:20.588173,the literature book big ideas simply explained,In Stock,Affordable,Average
books_toscrape,The Last Mile (Amos Decker #2),54.21,Mystery,2,In stock (14 available),2025-09-24 12:44:21.433143,the last mile amos decker 2,In Stock,Premium,Poor
books_toscrape,The Immortal Life of Henrietta Lacks,40.67,Add a comment,2,In stock (14 available),2025-09-24 12:44:22.318634,the immortal life of henrietta lacks,In Stock,Mid-range,Poor
books_toscrape,The Hidden Oracle (The Trials of Apollo #1),52.26,Fantasy,2,In stock (14 available),2025-09-24 12:44:23.136723,the hidden oracle the trials of apollo 1,In Stock,Premium,Poor
books_toscrape,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,28.77,Food and Drink,3,In stock (14 available),2025-09-24 12:44:23.976281,the help yourself cookbook for kids 60 easy plantbased recipes kids can make to stay healthy and save the earth,In Stock,Mid-range,Average
books_toscrape,The Guilty (Will Robie #4),13.82,Thriller,2,In stock (14 available),2025-09-24 12:44:24.769597,the guilty will robie 4,In Stock,Affordable,Poor
books_toscrape,The First Hostage (J.B. Collins #2),25.85,Fiction,3,In stock (14 available),2025-09-24 12:44:25.571093,the first hostage j.b. collins 2,In Stock,Mid-range,Average
books_toscrape,The Dovekeepers,48.78,Add a comment,1,In stock (14 available),2025-09-24 12:44:26.380770,the dovekeepers,In Stock,Mid-range,Very Poor
books_toscrape,The Darkest Lie,35.35,Young Adult,5,In stock (14 available),2025-09-24 12:44:27.201623,the darkest lie,In Stock,Mid-range,Excellent
books_toscrape,The Bane Chronicles (The Bane Chronicles #1-11),44.73,Fantasy,4,In stock (14 available),2025-09-24 12:44:27.994814,the bane chronicles the bane chronicles 111,In Stock,Mid-range,Good
books_toscrape,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,15.77,Nonfiction,1,In stock (14 available),2025-09-24 12:44:28.782590,the badass librarians of timbuktu and their race to save the worlds most precious manuscripts,In Stock,Affordable,Very Poor
books_toscrape,The 14th Colony (Cotton Malone #11),39.24,Thriller,1,In stock (14 available),2025-09-24 12:44:29.570804,the 14th colony cotton malone 11,In Stock,Mid-range,Very Poor
books_toscrape,That Darkness (Gardiner and Renner #1),13.92,Mystery,1,In stock (14 available),2025-09-24 12:44:30.381691,that darkness gardiner and renner 1,In Stock,Affordable,Very Poor
books_toscrape,Tastes Like Fear (DI Marnie Rome #3),10.69,Mystery,1,In stock (14 available),2025-09-24 12:44:31.234854,tastes like fear di marnie rome 3,In Stock,Affordable,Very Poor
books_toscrape,Take Me with You,45.21,Fiction,3,In stock (14 available),2025-09-24 12:44:32.098113,take me with you,In Stock,Mid-range,Average
books_toscrape,Swell: A Year of Waves,45.58,Nonfiction,1,In stock (14 available),2025-09-24 12:44:35.040249,swell a year of waves,In Stock,Mid-range,Very Poor
books_toscrape,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),11.89,Sequential Art,5,In stock (14 available),2025-09-24 12:44:35.863713,superman vol. 1 before truth superman by gene luen yang 1,In Stock,Affordable,Excellent
books_toscrape,Still Life with Bread Crumbs,26.41,Fiction,3,In stock (14 available),2025-09-24 12:44:36.661516,still life with bread crumbs,In Stock,Mid-range,Average
books_toscrape,Steve Jobs,39.5,Default,5,In stock (14 available),2025-09-24 12:44:37.464093,steve jobs,In Stock,Mid-range,Excellent
books_toscrape,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,44.74,Science,4,In stock (14 available),2025-09-24 12:44:38.250199,sorting the beef from the bull the science of food fraud forensics,In Stock,Mid-range,Good
books_toscrape,Someone Like You (The Harrisons #2),52.79,Contemporary,5,In stock (14 available),2025-09-24 12:44:39.051499,someone like you the harrisons 2,In Stock,Premium,Excellent
books_toscrape,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",35.43,Sequential Art,4,In stock (14 available),2025-09-24 12:44:39.849710,"so cute it hurts!!, vol. 6 so cute it hurts!! 6",In Stock,Mid-range,Good
books_toscrape,Shtum,55.84,Fiction,4,In stock (14 available),2025-09-24 12:44:40.644741,shtum,In Stock,Premium,Good
books_toscrape,See America: A Celebration of Our National Parks & Treasured Sites,48.87,Travel,3,In stock (14 available),2025-09-24 12:44:41.436328,see america a celebration of our national parks treasured sites,In Stock,Mid-range,Average
books_toscrape,salt.,46.78,Poetry,4,In stock (14 available),2025-09-24 12:44:42.232509,salt.,In Stock,Mid-range,Good
books_toscrape,Robin War,47.82,Sequential Art,3,In stock (14 available),2025-09-24 12:44:43.046315,robin war,In Stock,Mid-range,Average
books_toscrape,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",25.48,Sequential Art,2,In stock (14 available),2025-09-24 12:44:43.837947,"red hoodarsenal, vol. 1 open for business red hoodarsenal 1",In Stock,Mid-range,Poor
books_toscrape,Rain Fish,23.57,Childrens,3,In stock (14 available),2025-09-24 12:44:44.627715,rain fish,In Stock,Affordable,Average
books_toscrape,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",50.89,Poetry,5,In stock (14 available),2025-09-24 12:44:45.553890,"quarter life poetry poems for the young, broke and hangry",In Stock,Premium,Excellent
books_toscrape,Pet Sematary,10.56,Horror,3,In stock (14 available),2025-09-24 12:44:46.356213,pet sematary,In Stock,Affordable,Average
books_toscrape,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",52.15,Self Help,3,In stock (14 available),2025-09-24 12:44:47.245371,"overload how to unplug, unwind, and unleash yourself from the pressure of stress",In Stock,Premium,Average
books_toscrape,Once Was a Time,18.28,Childrens,2,In stock (14 available),2025-09-24 12:44:48.212253,once was a time,In Stock,Affordable,Poor
books_toscrape,Old School (Diary of a Wimpy Kid #10),11.83,Humor,5,In stock (14 available),2025-09-24 12:44:49.022299,old school diary of a wimpy kid 10,In Stock,Affordable,Excellent
books_toscrape,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,21.95,Nonfiction,2,In stock (14 available),2025-09-24 12:44:49.819984,no dream is too high life lessons from a man who walked on the moon,In Stock,Affordable,Poor
books_toscrape,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",38.39,Sequential Art,2,In stock (14 available),2025-09-24 12:44:50.615225,"naruto 3in1 edition, vol. 14 includes vols. 40, 41 42 naruto omnibus 14",In Stock,Mid-range,Poor
books_toscrape,My Name Is Lucy Barton,41.56,Fiction,1,In stock (14 available),2025-09-24 12:44:53.496832,my name is lucy barton,In Stock,Mid-range,Very Poor
books_toscrape,My Mrs. Brown,24.48,Fiction,3,In stock (14 available),2025-09-24 12:44:54.307524,my mrs. brown,In Stock,Affordable,Average
books_toscrape,My Kind of Crazy,40.36,Young Adult,1,In stock (14 available),2025-09-24 12:44:55.107388,my kind of crazy,In Stock,Mid-range,Very Poor
books_toscrape,Mr. Mercedes (Bill Hodges Trilogy #1),28.9,Fiction,1,In stock (14 available),2025-09-24 12:44:55.905540,mr. mercedes bill hodges trilogy 1,In Stock,Mid-range,Very Poor
books_toscrape,More Than Music (Chasing the Dream #1),37.61,Add a comment,2,In stock (14 available),2025-09-24 12:44:56.752606,more than music chasing the dream 1,In Stock,Mid-range,Poor
books_toscrape,Made to Stick: Why Some Ideas Survive and Others Die,38.85,Business,5,In stock (14 available),2025-09-24 12:44:57.552957,made to stick why some ideas survive and others die,In Stock,Mid-range,Excellent
books_toscrape,Luis Paints the World,53.95,Childrens,3,In stock (14 available),2025-09-24 12:44:58.425420,luis paints the world,In Stock,Premium,Average
books_toscrape,Luckiest Girl Alive,49.83,Default,3,In stock (14 available),2025-09-24 12:44:59.328568,luckiest girl alive,In Stock,Mid-range,Average
books_toscrape,Lowriders to the Center of the Earth (Lowriders in Space #2),51.51,Sequential Art,2,In stock (14 available),2025-09-24 12:45:00.133594,lowriders to the center of the earth lowriders in space 2,In Stock,Premium,Poor
books_toscrape,Love Is a Mix Tape (Music #1),18.03,Music,1,In stock (14 available),2025-09-24 12:45:00.938703,love is a mix tape music 1,In Stock,Affordable,Very Poor
books_toscrape,Looking for Lovely: Collecting the Moments that Matter,29.14,Nonfiction,5,In stock (14 available),2025-09-24 12:45:01.745605,looking for lovely collecting the moments that matter,In Stock,Mid-range,Excellent
books_toscrape,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",46.91,Default,4,In stock (14 available),2025-09-24 12:45:02.556266,"living leadership by insight a good leader achieves, a great leader builds monuments",In Stock,Mid-range,Good
books_toscrape,Let It Out: A Journey Through Journaling,26.79,Nonfiction,5,In stock (14 available),2025-09-24 12:45:03.351586,let it out a journey through journaling,In Stock,Mid-range,Excellent
books_toscrape,Lady Midnight (The Dark Artifices #1),16.28,Default,5,In stock (14 available),2025-09-24 12:45:04.140226,lady midnight the dark artifices 1,In Stock,Affordable,Excellent
books_toscrape,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",19.55,Food and Drink,1,In stock (14 available),2025-09-24 12:45:04.956923,"its all easy healthy, delicious weeknight meals in under 30 minutes",In Stock,Affordable,Very Poor
books_toscrape,Island of Dragons (Unwanteds #7),29.65,Fantasy,1,In stock (14 available),2025-09-24 12:45:05.750091,island of dragons unwanteds 7,In Stock,Mid-range,Very Poor
books_toscrape,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25.98,Humor,4,In stock (14 available),2025-09-24 12:45:06.554364,i know what im doing and other lies i tell myself dispatches from a life under construction,In Stock,Mid-range,Good
books_toscrape,I Am Pilgrim (Pilgrim #1),10.6,Fiction,4,In stock (14 available),2025-09-24 12:45:07.359873,i am pilgrim pilgrim 1,In Stock,Affordable,Good
books_toscrape,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75,Humor,5,In stock (14 available),2025-09-24 12:45:08.175924,"hyperbole and a half unfortunate situations, flawed coping mechanisms, mayhem, and other things that happened",In Stock,Affordable,Excellent
books_toscrape,"Hush, Hush (Hush, Hush #1)",47.02,Default,3,In stock (14 available),2025-09-24 12:45:08.989705,"hush, hush hush, hush 1",In Stock,Mid-range,Average
books_toscrape,Hold Your Breath (Search and Rescue #1),28.82,Romance,1,In stock (14 available),2025-09-24 12:45:11.983937,hold your breath search and rescue 1,In Stock,Mid-range,Very Poor
books_toscrape,Hamilton: The Revolution,58.79,Nonfiction,3,In stock (14 available),2025-09-24 12:45:12.902749,hamilton the revolution,In Stock,Premium,Average
books_toscrape,Greek Mythic History,10.23,Default,5,In stock (14 available),2025-09-24 12:45:13.757277,greek mythic history,In Stock,Affordable,Excellent
books_toscrape,God: The Most Unpleasant Character in All Fiction,30.03,Religion,5,In stock (14 available),2025-09-24 12:45:14.578068,god the most unpleasant character in all fiction,In Stock,Mid-range,Excellent
books_toscrape,Glory over Everything: Beyond The Kitchen House,45.84,Historical Fiction,3,In stock (14 available),2025-09-24 12:45:15.384544,glory over everything beyond the kitchen house,In Stock,Mid-range,Average
books_toscrape,Feathers: Displays of Brilliant Plumage,49.05,Art,3,In stock (14 available),2025-09-24 12:45:16.187265,feathers displays of brilliant plumage,In Stock,Mid-range,Average
books_toscrape,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",15.06,Nonfiction,4,In stock (14 available),2025-09-24 12:45:16.996696,"far away places on the brink of change seven continents, twentyfive years",In Stock,Affordable,Good
books_toscrape,Every Last Word,46.47,Default,3,In stock (14 available),2025-09-24 12:45:17.814547,every last word,In Stock,Mid-range,Average
books_toscrape,Eligible (The Austen Project #4),27.09,Fiction,3,In stock (14 available),2025-09-24 12:45:18.623724,eligible the austen project 4,In Stock,Mid-range,Average
books_toscrape,El Deafo,57.62,Sequential Art,5,In stock (14 available),2025-09-24 12:45:19.430824,el deafo,In Stock,Premium,Excellent
books_toscrape,Eight Hundred Grapes,14.39,Fiction,4,In stock (14 available),2025-09-24 12:45:20.350120,eight hundred grapes,In Stock,Affordable,Good
books_toscrape,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",51.75,Nonfiction,5,In stock (14 available),2025-09-24 12:45:22.621008,"eaternity more than 150 deliciously easy vegan recipes for a long, healthy, satisfied, joyful life",In Stock,Premium,Excellent
books_toscrape,"Eat Fat, Get Thin",54.07,Health,2,In stock (14 available),2025-09-24 12:45:23.438941,"eat fat, get thin",In Stock,Premium,Poor
books_toscrape,Don't Get Caught,55.35,Young Adult,1,In stock (14 available),2025-09-24 12:45:24.299741,dont get caught,In Stock,Premium,Very Poor
books_toscrape,Doctor Sleep (The Shining #2),40.12,Horror,2,In stock (14 available),2025-09-24 12:45:25.244892,doctor sleep the shining 2,In Stock,Mid-range,Poor
books_toscrape,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51,Fantasy,5,In stock (14 available),2025-09-24 12:45:26.068257,demigods magicians percy and annabeth meet the kanes percy jackson kane chronicles crossover 13,In Stock,Mid-range,Excellent
books_toscrape,Dear Mr. Knightley,11.21,Fiction,5,In stock (14 available),2025-09-24 12:45:26.888642,dear mr. knightley,In Stock,Affordable,Excellent
books_toscrape,Daily Fantasy Sports,36.58,Default,1,In stock (14 available),2025-09-24 12:45:27.684842,daily fantasy sports,In Stock,Mid-range,Very Poor
books_toscrape,Crazy Love: Overwhelmed by a Relentless God,47.72,Christian,2,In stock (14 available),2025-09-24 12:45:28.493012,crazy love overwhelmed by a relentless god,In Stock,Mid-range,Poor
books_toscrape,Cometh the Hour (The Clifton Chronicles #6),25.01,Fiction,3,In stock (14 available),2025-09-24 12:45:29.302642,cometh the hour the clifton chronicles 6,In Stock,Mid-range,Average
books_toscrape,Code Name Verity (Code Name Verity #1),22.13,Add a comment,4,In stock (14 available),2025-09-24 12:45:32.218836,code name verity code name verity 1,In Stock,Affordable,Good
books_toscrape,Clockwork Angel (The Infernal Devices #1),44.14,Default,1,In stock (14 available),2025-09-24 12:45:33.014028,clockwork angel the infernal devices 1,In Stock,Mid-range,Very Poor
books_toscrape,City of Glass (The Mortal Instruments #3),56.02,Fantasy,4,In stock (14 available),2025-09-24 12:45:33.821105,city of glass the mortal instruments 3,In Stock,Premium,Good
books_toscrape,City of Fallen Angels (The Mortal Instruments #4),11.23,Default,4,In stock (14 available),2025-09-24 12:45:34.613439,city of fallen angels the mortal instruments 4,In Stock,Affordable,Good
books_toscrape,City of Bones (The Mortal Instruments #1),43.28,Default,1,In stock (14 available),2025-09-24 12:45:35.431422,city of bones the mortal instruments 1,In Stock,Mid-range,Very Poor
books_toscrape,City of Ashes (The Mortal Instruments #2),47.27,Default,1,In stock (14 available),2025-09-24 12:45:36.236409,city of ashes the mortal instruments 2,In Stock,Mid-range,Very Poor
books_toscrape,Cell,20.29,Add a comment,4,In stock (14 available),2025-09-24 12:45:37.038074,cell,In Stock,Affordable,Good
books_toscrape,Catching Jordan (Hundred Oaks),50.83,Young Adult,3,In stock (14 available),2025-09-24 12:45:37.832326,catching jordan hundred oaks,In Stock,Premium,Average
books_toscrape,"Carry On, Warrior: Thoughts on Life Unarmed",31.85,Default,3,In stock (14 available),2025-09-24 12:45:38.632319,"carry on, warrior thoughts on life unarmed",In Stock,Mid-range,Average
books_toscrape,Carrie,46.23,Default,2,In stock (14 available),2025-09-24 12:45:39.425049,carrie,In Stock,Mid-range,Poor
books_toscrape,Buying In: The Secret Dialogue Between What We Buy and Who We Are,37.8,Nonfiction,4,In stock (14 available),2025-09-24 12:45:40.253984,buying in the secret dialogue between what we buy and who we are,In Stock,Mid-range,Good
books_toscrape,Brain on Fire: My Month of Madness,49.32,Nonfiction,5,In stock (14 available),2025-09-24 12:45:41.072598,brain on fire my month of madness,In Stock,Mid-range,Excellent
books_toscrape,Batman: Europa,32.01,Sequential Art,2,In stock (14 available),2025-09-24 12:45:41.881678,batman europa,In Stock,Mid-range,Poor
books_toscrape,Barefoot Contessa Back to Basics,28.01,Food and Drink,1,In stock (14 available),2025-09-24 12:45:42.692812,barefoot contessa back to basics,In Stock,Mid-range,Very Poor
books_toscrape,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.62,Food and Drink,5,In stock (14 available),2025-09-24 12:45:43.517441,barefoot contessa at home everyday recipes youll make over and over again,In Stock,Premium,Excellent
books_toscrape,Balloon Animals,17.03,Fiction,3,In stock (14 available),2025-09-24 12:45:44.314569,balloon animals,In Stock,Affordable,Average
books_toscrape,Art Ops Vol. 1,48.8,Sequential Art,3,In stock (14 available),2025-09-24 12:45:45.112831,art ops vol. 1,In Stock,Mid-range,Average
books_toscrape,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.14,Young Adult,4,In stock (14 available),2025-09-24 12:45:45.893552,aristotle and dante discover the secrets of the universe aristotle and dante discover the secrets of the universe 1,In Stock,Premium,Good
books_toscrape,Angels Walking (Angels Walking #1),34.2,Add a comment,2,In stock (14 available),2025-09-24 12:45:46.721434,angels walking angels walking 1,In Stock,Mid-range,Poor
books_toscrape,Angels & Demons (Robert Langdon #1),51.48,Default,3,In stock (14 available),2025-09-24 12:45:47.511953,angels demons robert langdon 1,In Stock,Premium,Average
books_toscrape,All the Light We Cannot See,29.87,Historical,5,In stock (14 available),2025-09-24 12:45:50.395645,all the light we cannot see,In Stock,Mid-range,Excellent
books_toscrape,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",10.9,Sequential Art,2,In stock (14 available),2025-09-24 12:45:51.186511,adulthood is a myth a sarahs scribbles collection,In Stock,Affordable,Poor
books_toscrape,Abstract City,56.37,Nonfiction,5,In stock (14 available),2025-09-24 12:45:51.988901,abstract city,In Stock,Premium,Excellent
books_toscrape,A Time of Torment (Charlie Parker #14),48.35,Mystery,5,In stock (14 available),2025-09-24 12:45:52.789601,a time of torment charlie parker 14,In Stock,Mid-range,Excellent
books_toscrape,A Study in Scarlet (Sherlock Holmes #1),16.73,Mystery,2,In stock (14 available),2025-09-24 12:45:53.579734,a study in scarlet sherlock holmes 1,In Stock,Affordable,Poor
books_toscrape,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",56.48,Add a comment,2,In stock (14 available),2025-09-24 12:45:54.370857,"a series of catastrophes and miracles a true story of love, science, and cancer",In Stock,Premium,Poor
books_toscrape,A People's History of the United States,40.79,Add a comment,2,In stock (14 available),2025-09-24 12:45:55.176815,a peoples history of the united states,In Stock,Mid-range,Poor
books_toscrape,A Man Called Ove,39.72,Fiction,1,In stock (14 available),2025-09-24 12:45:55.990492,a man called ove,In Stock,Mid-range,Very Poor
books_toscrape,A Distant Mirror: The Calamitous 14th Century,14.58,History,3,In stock (14 available),2025-09-24 12:45:56.785616,a distant mirror the calamitous 14th century,In Stock,Affordable,Average
books_toscrape,A Brush of Wings (Angels Walking #3),55.51,Add a comment,1,In stock (14 available),2025-09-24 12:45:57.574990,a brush of wings angels walking 3,In Stock,Premium,Very Poor
books_toscrape,1491: New Revelations of the Americas Before Columbus,21.8,History,3,In stock (14 available),2025-09-24 12:45:58.509596,1491 new revelations of the americas before columbus,In Stock,Affordable,Average
books_toscrape,"The Three Searches, Meaning, and the Story",13.33,Default,3,In stock (13 available),2025-09-24 12:45:59.506493,"the three searches, meaning, and the story",In Stock,Affordable,Average
books_toscrape,Searching for Meaning in Gailana,38.73,Fantasy,1,In stock (13 available),2025-09-24 12:46:00.354277,searching for meaning in gailana,In Stock,Mid-range,Very Poor
books_toscrape,Rook,37.86,Add a comment,4,In stock (13 available),2025-09-24 12:46:01.166130,rook,In Stock,Mid-range,Good
books_toscrape,My Kitchen Year: 136 Recipes That Saved My Life,11.53,Food and Drink,2,In stock (13 available),2025-09-24 12:46:01.974496,my kitchen year 136 recipes that saved my life,In Stock,Affordable,Poor
books_toscrape,13 Hours: The Inside Account of What Really Happened In Benghazi,27.06,Nonfiction,1,In stock (13 available),2025-09-24 12:46:02.769143,13 hours the inside account of what really happened in benghazi,In Stock,Mid-range,Very Poor
books_toscrape,Will You Won't You Want Me?,13.86,Womens Fiction,3,In stock (12 available),2025-09-24 12:46:03.561675,will you wont you want me?,In Stock,Affordable,Average
books_toscrape,Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,Science,1,In stock (12 available),2025-09-24 12:46:04.369470,tipping point for planet earth how close are we to the edge?,In Stock,Mid-range,Very Poor
books_toscrape,The Silent Sister (Riley MacPherson #1),46.29,Fiction,5,In stock (12 available),2025-09-24 12:46:05.973042,the silent sister riley macpherson 1,In Stock,Mid-range,Excellent
books_toscrape,The Midnight Watch: A Novel of the Titanic and the Californian,26.2,Add a comment,1,In stock (12 available),2025-09-24 12:46:08.851182,the midnight watch a novel of the titanic and the californian,In Stock,Mid-range,Very Poor
books_toscrape,The Lonely City: Adventures in the Art of Being Alone,33.26,Nonfiction,2,In stock (12 available),2025-09-24 12:46:09.646854,the lonely city adventures in the art of being alone,In Stock,Mid-range,Poor
books_toscrape,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.15,Add a comment,4,In stock (12 available),2025-09-24 12:46:10.443799,the gray rhino how to recognize and act on the obvious dangers we ignore,In Stock,Premium,Good
books_toscrape,The Golden Condom: And Other Essays on Love Lost and Found,39.43,Psychology,1,In stock (12 available),2025-09-24 12:46:11.269509,the golden condom and other essays on love lost and found,In Stock,Mid-range,Very Poor
books_toscrape,The Epidemic (The Program 0.6),14.44,Young Adult,5,In stock (12 available),2025-09-24 12:46:13.699006,the epidemic the program 0.6,In Stock,Affordable,Excellent
books_toscrape,The Dinner Party,56.54,Fiction,2,In stock (12 available),2025-09-24 12:46:14.507832,the dinner party,In Stock,Premium,Poor
books_toscrape,The Diary of a Young Girl,59.9,Nonfiction,3,In stock (12 available),2025-09-24 12:46:15.436702,the diary of a young girl,In Stock,Premium,Average
books_toscrape,The Children,11.88,Add a comment,3,In stock (12 available),2025-09-24 12:46:16.264666,the children,In Stock,Affordable,Average
books_toscrape,Stars Above (The Lunar Chronicles #4.5),48.05,Young Adult,2,In stock (12 available),2025-09-24 12:46:17.060873,stars above the lunar chronicles 4.5,In Stock,Mid-range,Poor
books_toscrape,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,21.21,Nonfiction,3,In stock (12 available),2025-09-24 12:46:17.860342,snatched how a drug queen went undercover for the dea and was kidnapped by colombian guerillas,In Stock,Affordable,Average
books_toscrape,Raspberry Pi Electronics Projects for the Evil Genius,49.67,Default,4,In stock (12 available),2025-09-24 12:46:18.666877,raspberry pi electronics projects for the evil genius,In Stock,Mid-range,Good
books_toscrape,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,43.14,Business,1,In stock (12 available),2025-09-24 12:46:19.473859,quench your own thirst business lessons learned over a beer or two,In Stock,Mid-range,Very Poor
books_toscrape,Psycho: Sanitarium (Psycho #1.5),36.97,Horror,5,In stock (12 available),2025-09-24 12:46:20.268597,psycho sanitarium psycho 1.5,In Stock,Mid-range,Excellent
books_toscrape,Poisonous (Max Revere Novels #3),26.8,Mystery,3,In stock (12 available),2025-09-24 12:46:21.063757,poisonous max revere novels 3,In Stock,Mid-range,Average
books_toscrape,One with You (Crossfire #5),15.71,Add a comment,4,In stock (12 available),2025-09-24 12:46:21.880164,one with you crossfire 5,In Stock,Affordable,Good
books_toscrape,No Love Allowed (Dodge Cove #1),54.65,Young Adult,4,In stock (12 available),2025-09-24 12:46:22.670230,no love allowed dodge cove 1,In Stock,Premium,Good
books_toscrape,Murder at the 42nd Street Library (Raymond Ambler #1),54.36,Mystery,4,In stock (12 available),2025-09-24 12:46:23.477159,murder at the 42nd street library raymond ambler 1,In Stock,Premium,Good
books_toscrape,Most Wanted,35.28,Mystery,3,In stock (12 available),2025-09-24 12:46:24.310641,most wanted,In Stock,Mid-range,Average
books_toscrape,"Love, Lies and Spies",20.55,Historical Fiction,2,In stock (12 available),2025-09-24 12:46:25.113740,"love, lies and spies",In Stock,Affordable,Poor
books_toscrape,How to Speak Golf: An Illustrated Guide to Links Lingo,58.32,Default,5,In stock (12 available),2025-09-24 12:46:25.915348,how to speak golf an illustrated guide to links lingo,In Stock,Premium,Excellent
books_toscrape,Hide Away (Eve Duncan #20),11.84,Mystery,1,In stock (12 available),2025-09-24 12:46:28.920098,hide away eve duncan 20,In Stock,Affordable,Very Poor
books_toscrape,Furiously Happy: A Funny Book About Horrible Things,41.46,Nonfiction,4,In stock (12 available),2025-09-24 12:46:29.831798,furiously happy a funny book about horrible things,In Stock,Mid-range,Good
books_toscrape,Everyday Italian: 125 Simple and Delicious Recipes,20.1,Food and Drink,5,In stock (12 available),2025-09-24 12:46:30.635111,everyday italian 125 simple and delicious recipes,In Stock,Affordable,Excellent
